Freq(Hz),Sdd11(mag),Sdd11(phase),Sds12(mag),Sds12(phase),Ssd21(mag),Ssd21(phase),Sss22(mag),Sss22(phase)
4.65E+09,-24.37709,-91.55006,-15.44648,31.40067,-15.88684,30.46303,-13.57316,-42.36347
4.66E+09,-23.63207,-93.2107,-15.37855,26.9912,-15.93854,28.46827,-13.71111,-45.68098
4.66E+09,-23.73275,-101.29326,-15.25958,23.77224,-15.84165,25.01909,-13.41718,-43.77231
4.67E+09,-24.05641,-103.64291,-15.29979,21.76836,-16.109,23.22115,-13.70794,-45.36764
4.68E+09,-23.64403,-108.78349,-15.41439,19.34801,-15.83341,20.62414,-13.78911,-45.76533
4.68E+09,-24.37652,-114.9658,-15.52347,15.31716,-15.7558,16.59345,-13.77024,-45.42788
4.69E+09,-24.01609,-114.88908,-15.34329,14.28403,-15.76294,13.82901,-14.14388,-47.14663
4.69E+09,-23.96114,-112.30141,-15.51966,8.99135,-15.85286,10.7185,-13.66531,-49.06955
4.70E+09,-24.43724,-116.48415,-15.37709,6.79326,-15.78116,8.11232,-14.19153,-50.01878
4.71E+09,-23.9168,-112.91987,-15.53714,4.53742,-15.91978,6.68844,-14.21548,-52.26536
4.71E+09,-24.89266,-124.17049,-15.63147,2.37958,-15.76137,3.47391,-13.89238,-53.71272
4.72E+09,-24.8644,-125.31793,-15.74894,1.2033,-16.04718,0.72856,-13.83528,-52.60361
4.72E+09,-25.46066,-128.35722,-15.25749,-2.13058,-15.90157,-2.25697,-13.58528,-56.69509
4.73E+09,-26.14397,-133.71867,-15.30517,-6.34906,-16.03729,-6.57771,-13.58015,-55.63042
4.74E+09,-26.40562,-130.54213,-15.20659,-9.15817,-16.12683,-7.00064,-13.35286,-53.97618
4.74E+09,-27.01721,-139.72017,-15.38138,-12.15811,-16.06652,-10.95611,-13.57856,-55.31113
4.75E+09,-28.26597,-138.67914,-15.47996,-11.75016,-15.91794,-12.65948,-13.43729,-56.26616
4.75E+09,-28.7865,-141.0649,-15.33986,-17.11507,-15.9898,-16.94341,-13.59927,-55.09411
4.76E+09,-27.41624,-146.94765,-15.37334,-17.17646,-16.08374,-17.99248,-13.8554,-56.95477
4.77E+09,-28.80921,-154.44348,-15.53187,-22.77005,-15.63023,-21.83304,-13.84019,-59.56477
4.77E+09,-29.04281,-158.09534,-15.48666,-23.8162,-15.84081,-23.41116,-14.03857,-60.61025
4.78E+09,-29.11863,-161.04504,-15.38386,-28.19051,-16.03859,-28.5208,-14.19751,-59.71722
4.78E+09,-29.49518,-168.97911,-15.45131,-29.19725,-16.08665,-30.54657,-13.84547,-61.96771
4.79E+09,-29.92314,-162.63605,-15.37742,-32.92993,-15.84047,-31.85295,-13.80342,-64.17735
4.80E+09,-28.66332,-171.58023,-15.60881,-36.70264,-16.15353,-35.03727,-13.61786,-65.0023
4.80E+09,-30.16301,-173.30193,-15.32499,-38.53457,-16.01304,-39.19503,-13.60923,-67.6896
4.81E+09,-29.96873,-173.02109,-15.47992,-40.80951,-15.97476,-40.66275,-13.50973,-67.88381
4.81E+09,-31.49455,-163.84985,-15.68965,-43.61708,-15.90525,-42.88284,-13.59883,-66.33959
4.82E+09,-31.81591,175.72281,-15.4667,-46.78024,-16.02414,-45.25052,-13.86299,-67.21777
4.83E+09,-35.96843,-164.86732,-15.48816,-47.79534,-16.14456,-48.16678,-13.65128,-69.2067
4.83E+09,-35.21886,160.47562,-15.6591,-52.51613,-15.98128,-50.66046,-13.8209,-68.84583
4.84E+09,-34.74584,167.77377,-15.54014,-53.31665,-16.13668,-53.03278,-13.66022,-70.01335
4.84E+09,-35.75256,142.88145,-15.37175,-57.29166,-15.96298,-56.81937,-13.61237,-71.84483
4.85E+09,-37.227,156.71158,-15.36364,-58.87759,-16.05674,-58.49118,-13.88237,-71.9075
4.86E+09,-42.68362,135.38556,-15.56822,-64.67558,-16.00939,-62.2966,-14.19318,-75.53841
4.86E+09,-37.11995,113.74325,-15.44685,-63.83957,-16.06431,-63.95,-13.85631,-75.82343
4.87E+09,-39.26781,120.78271,-15.41341,-68.1973,-16.17853,-66.67813,-13.83251,-76.79301
4.87E+09,-37.38539,100.94009,-15.55602,-71.50198,-15.88889,-69.92304,-13.753,-78.3649
4.88E+09,-39.41009,81.05375,-15.66235,-72.95618,-16.02557,-74.42471,-13.53053,-76.87691
4.89E+09,-40.12491,69.03928,-15.42819,-77.34587,-15.93136,-76.66199,-13.62593,-80.30412
4.89E+09,-38.68427,86.43687,-15.49348,-78.78612,-16.00734,-76.9573,-13.93306,-78.25346
4.90E+09,-37.75141,95.79909,-15.41947,-82.09116,-15.92032,-80.25758,-13.74698,-79.63441
4.90E+09,-43.00945,76.69473,-15.71093,-85.91236,-15.82885,-83.24368,-13.77536,-80.05279
4.91E+09,-43.92749,52.2984,-15.38236,-89.44544,-15.74625,-87.11662,-13.83233,-79.88917
4.92E+09,-40.89711,23.06824,-15.43675,-88.63288,-15.9914,-89.4439,-13.789,-80.57725
4.92E+09,-36.63565,32.52244,-15.65516,-92.57281,-15.86219,-91.50189,-14.06838,-85.3887
4.93E+09,-36.63725,28.84408,-15.78209,-93.90175,-16.07023,-95.48265,-13.89295,-86.15066
4.93E+09,-36.28825,11.16882,-15.72332,-96.51226,-16.07221,-96.87946,-14.10721,-88.59422
4.94E+09,-35.82737,-3.79648,-15.47769,-99.81445,-15.86094,-100.89031,-13.85746,-88.67188
4.95E+09,-33.42032,9.49176,-15.59349,-101.94685,-16.05685,-103.28371,-13.78114,-89.44813
4.95E+09,-33.72864,2.02039,-15.65819,-105.51753,-16.1009,-105.54072,-13.70039,-90.39298
4.96E+09,-34.10545,18.59229,-15.35334,-109.74018,-16.22026,-107.94426,-13.60521,-91.98669
4.96E+09,-34.15046,-15.91043,-15.54637,-113.13516,-16.08256,-110.14315,-13.59966,-94.23287
4.97E+09,-32.30145,-1.88544,-15.60878,-114.55311,-15.94278,-112.91531,-13.33395,-91.05467
4.98E+09,-32.00832,-21.68741,-15.6239,-116.61442,-16.10558,-116.48393,-13.71705,-93.52329
4.98E+09,-33.15909,-18.61169,-15.50921,-120.5657,-15.9251,-119.79876,-13.86917,-93.67361
4.99E+09,-33.11335,-19.53693,-15.46998,-122.25222,-16.00756,-122.38297,-13.99975,-96.97575
4.99E+09,-31.66057,-24.55249,-15.4613,-125.34525,-16.05594,-125.70085,-14.08654,-96.30864
5.00E+09,-32.60703,-30.55923,-15.48984,-128.34698,-15.75937,-127.76054,-13.55313,-98.76926
5.01E+09,-31.6579,-37.92981,-15.50246,-129.38373,-16.13773,-129.54785,-13.89292,-99.32795
5.01E+09,-31.2154,-40.14344,-15.80474,-133.42001,-16.27595,-132.44315,-13.84243,-100.70605
5.02E+09,-31.05735,-41.6231,-15.45293,-136.97307,-15.86376,-134.83061,-13.64426,-102.33039
5.02E+09,-30.41103,-33.03344,-15.52998,-138.89124,-16.13458,-139.39641,-13.77116,-101.63593
5.03E+09,-30.62133,-61.12177,-15.84031,-141.73203,-15.9406,-140.66515,-13.84551,-100.92812
5.04E+09,-29.96258,-56.88399,-15.43305,-144.83131,-16.01583,-143.28845,-13.88204,-103.09684
5.04E+09,-31.07493,-59.17145,-15.47617,-147.73639,-16.14681,-146.80379,-13.90626,-103.76455
5.05E+09,-29.11338,-61.57438,-15.53741,-149.48253,-15.83173,-149.13745,-14.03647,-105.59879
5.05E+09,-28.72941,-65.75071,-15.83972,-152.29088,-15.86746,-151.10245,-13.73879,-104.38284
5.06E+09,-28.10897,-72.87955,-15.63847,-153.90068,-16.0614,-156.50471,-14.01241,-107.23562
5.07E+09,-29.93886,-62.13089,-15.8702,-159.08046,-15.91338,-157.43558,-14.21621,-107.51251
5.07E+09,-29.21587,-79.00861,-15.72611,-160.81902,-15.89345,-159.43747,-14.07448,-108.52119
5.08E+09,-28.91711,-68.1274,-15.65828,-163.0869,-16.2893,-162.76105,-14.16745,-110.39808
5.08E+09,-29.16337,-73.23529,-15.3477,-166.40239,-16.01925,-162.58548,-13.79433,-113.42628
5.09E+09,-29.44075,-81.6078,-15.67516,-168.45567,-16.22906,-167.16138,-13.99843,-113.70712
5.10E+09,-28.72813,-79.41216,-15.84067,-171.73372,-16.20876,-171.32568,-14.01658,-113.93964
5.10E+09,-29.70474,-90.45703,-15.81847,-174.4176,-16.09457,-173.31213,-13.95445,-114.56814
5.11E+09,-30.21613,-94.76098,-15.64875,-177.45358,-16.15122,-176.22755,-13.64463,-113.83558
5.11E+09,-29.40891,-90.96432,-15.70066,-178.74918,-16.10045,-179.74637,-13.95801,-116.5403
5.12E+09,-28.72673,-93.97627,-15.67733,177.92635,-16.30136,179.18698,-13.7906,-114.11185
5.13E+09,-29.44889,-105.40978,-15.76697,173.91673,-16.05961,176.37552,-13.92836,-117.89337
5.13E+09,-29.4359,-106.14639,-15.86007,172.41805,-16.17793,171.14751,-14.08424,-117.36664
5.14E+09,-30.55616,-108.82222,-15.68944,168.89006,-16.37844,170.92592,-14.54858,-119.98626
5.14E+09,-30.57287,-103.59438,-15.64533,167.91618,-16.35858,166.62373,-14.57134,-118.18018
5.15E+09,-28.87773,-108.13937,-15.47263,163.40935,-16.3469,163.81567,-13.81688,-118.83282
5.16E+09,-30.554,-102.37943,-15.72922,162.34711,-16.34364,162.8759,-14.15791,-121.59782
5.16E+09,-31.09877,-102.66409,-15.85116,159.15689,-16.12159,159.55327,-14.27833,-123.1521
5.17E+09,-30.95544,-109.69254,-15.6758,153.17531,-16.08771,156.75981,-13.72019,-125.02754
5.17E+09,-30.33779,-105.14165,-15.63096,154.62567,-16.29844,154.22224,-14.10835,-125.7482
5.18E+09,-31.90597,-110.20888,-15.94326,150.96332,-16.12981,150.58545,-14.0694,-124.39256
5.19E+09,-31.35873,-122.09634,-15.6774,147.2043,-16.29085,148.05299,-13.66482,-126.26933
5.19E+09,-30.33362,-120.25532,-15.90388,144.91113,-16.15763,147.15254,-14.08029,-125.97495
5.20E+09,-30.70734,-110.41997,-15.86077,142.64925,-16.13368,144.07439,-14.09977,-128.59787
5.20E+09,-32.6399,-119.51077,-15.7376,141.26038,-16.20351,140.07475,-13.95332,-130.40594
5.21E+09,-33.20221,-123.55288,-15.74183,137.03056,-15.98058,138.00995,-14.00419,-128.95673
5.22E+09,-31.81595,-136.67873,-15.51231,134.33961,-15.91374,134.61748,-13.8152,-132.42776
5.22E+09,-32.43171,-133.97929,-16.0436,130.52615,-16.09582,133.0361,-14.18419,-132.14331
5.23E+09,-32.36836,-136.27789,-15.97209,129.86664,-16.07169,129.31033,-14.1688,-132.23013
5.23E+09,-31.70606,-152.64081,-15.82313,125.93233,-16.08605,124.43064,-14.4458,-133.29027
5.24E+09,-31.97131,-146.27434,-15.81971,122.80816,-16.20076,122.89635,-14.24602,-134.73158
5.25E+09,-32.75533,-140.51404,-15.78837,118.66289,-16.36092,120.03551,-14.00198,-137.02997
5.25E+09,-31.94099,-138.49307,-15.86399,117.39185,-16.3435,118.72589,-14.04316,-137.66589
5.26E+09,-31.63582,-137.65045,-15.67452,116.03313,-16.097,117.87923,-14.22642,-137.99557
5.26E+09,-33.0706,-138.59734,-15.59242,112.26541,-16.22595,113.39642,-13.85118,-139.32738
5.27E+09,-32.94119,-146.6348,-15.6395,109.63266,-15.98995,110.07572,-13.59461,-139.95679
5.28E+09,-32.90265,-140.60861,-15.42454,107.84647,-16.22262,108.15858,-14.35644,-138.06865
5.28E+09,-39.97208,-156.86581,-15.68605,103.74358,-16.23193,104.4728,-14.46595,-140.36116
5.29E+09,-33.96982,-141.98264,-15.7452,101.5378,-16.31602,99.45478,-14.45116,-140.72343
5.29E+09,-36.86764,-129.07065,-15.64747,99.87448,-15.88651,99.30032,-14.23747,-142.45551
5.30E+09,-39.72355,-108.58451,-15.65506,94.86333,-16.16695,96.98333,-14.31638,-142.06583
5.31E+09,-42.2968,-168.84325,-15.66838,92.67376,-16.23382,94.78455,-13.97546,-147.97789
5.31E+09,-41.21534,-148.28954,-15.70383,90.15668,-16.225,89.88531,-14.4051,-147.19014
5.32E+09,-40.90601,-130.81659,-15.72013,86.29181,-16.36183,87.86597,-14.10033,-147.11786
5.32E+09,-38.91515,-141.30618,-15.56854,86.3442,-16.31509,86.74855,-14.09929,-146.87865
5.33E+09,-44.59983,170.57178,-15.93652,82.1045,-16.3373,83.33824,-14.13733,-147.70476
5.34E+09,-44.15393,-132.69894,-15.76337,80.13046,-16.05837,78.54202,-14.07074,-148.27431
5.34E+09,-40.58692,-136.02563,-15.75901,76.14409,-16.41928,76.14162,-14.19482,-149.34853
5.35E+09,-37.01915,-148.87503,-15.78124,73.22555,-16.06302,74.815,-14.0333,-150.78197
5.35E+09,-38.447,-148.72725,-15.70131,71.49952,-16.33365,71.77335,-14.47166,-150.9258
5.36E+09,-42.03757,-145.32605,-15.85711,70.15585,-16.08021,69.3959,-14.06028,-151.49272
5.37E+09,-41.42508,-81.73675,-15.83595,64.71432,-16.4179,65.68597,-14.43892,-153.37463
5.37E+09,-35.5702,-130.26962,-15.95164,63.07243,-16.41177,65.66087,-14.56923,-152.3441
5.38E+09,-39.87455,-117.19497,-15.8948,61.83455,-16.62168,59.48161,-14.26648,-156.38803
5.38E+09,-36.74099,-97.47276,-15.89253,56.87956,-16.27623,57.96948,-14.33721,-156.24841
5.39E+09,-39.47956,-62.91801,-15.71644,53.69748,-16.14468,58.51611,-13.76387,-158.72652
5.40E+09,-43.4688,-91.0282,-15.72956,53.58695,-16.37437,53.95518,-14.21495,-156.71642
5.40E+09,-41.65884,-87.7381,-15.89897,51.12026,-16.32125,49.35461,-14.34874,-158.9348
5.41E+09,-40.98927,-125.44387,-15.81617,44.55976,-16.26321,48.14327,-14.24642,-158.85434
5.41E+09,-39.77267,-83.12391,-16.0719,43.28266,-16.16807,45.70705,-14.39113,-159.26738
5.42E+09,-45.89002,-88.94961,-15.62581,42.04964,-16.09526,43.21417,-14.33355,-160.2495
5.42E+09,-37.92809,-74.44584,-16.0548,39.57544,-16.24326,42.17788,-14.59691,-162.21474
5.43E+09,-38.59744,-93.85613,-15.79486,34.37948,-16.10337,37.09651,-14.41121,-160.44226
5.44E+09,-38.44735,-79.3404,-15.92888,33.88057,-16.52598,34.50149,-14.098,-162.38272
5.44E+09,-38.98705,-99.2248,-15.95499,31.44365,-16.50341,32.97041,-14.61344,-166.72276
5.45E+09,-42.60129,-84.85089,-15.88577,26.41962,-16.19746,30.28289,-14.27035,-164.61298
5.45E+09,-38.25114,-81.67547,-15.8222,25.57667,-16.25409,24.00628,-14.18498,-165.37511
5.46E+09,-35.99267,-115.91772,-15.99794,22.07506,-16.75443,24.08511,-14.39496,-167.60643
5.47E+09,-35.06108,-105.94885,-16.02621,19.34442,-16.54765,21.36445,-14.32906,-170.99181
5.47E+09,-33.69965,-83.6459,-16.0484,15.99978,-16.41693,20.46066,-14.373,-171.37085
5.48E+09,-34.78667,-94.72575,-15.94132,12.2348,-16.16149,16.08391,-14.018,-170.57719
5.48E+09,-34.33041,-106.36551,-15.92293,11.88133,-16.40191,14.22744,-14.55757,-172.10692
5.49E+09,-35.78219,-119.32967,-15.84506,8.03997,-16.50986,9.42931,-14.41181,-172.81516
5.50E+09,-34.8056,-113.6991,-16.02053,5.89119,-16.36341,8.18146,-14.39385,-175.4136
5.50E+09,-36.48128,-84.50727,-15.78126,3.59953,-16.54933,4.79572,-14.56687,-170.84436
5.51E+09,-35.83641,-79.47173,-15.71912,2.04665,-16.37771,0.62332,-14.64198,-174.88274
5.51E+09,-36.53616,-93.86694,-15.63507,-1.05514,-16.41002,-1.77665,-14.32933,-175.75414
5.52E+09,-36.37122,-91.64236,-16.23589,-4.63931,-16.69212,-3.13789,-14.49971,-175.23598
5.53E+09,-37.63709,-110.12421,-16.12556,-6.5529,-16.38426,-5.32109,-14.86333,-176.14598
5.53E+09,-36.07647,-109.29398,-15.84231,-8.77719,-16.51073,-10.55559,-14.61196,-176.25439
5.54E+09,-36.53939,-113.64366,-15.94302,-14.00048,-16.26491,-11.88363,-14.38822,-178.83727
5.54E+09,-37.50829,-123.8454,-15.85076,-17.30322,-16.32466,-14.92234,-14.32912,-178.62811
5.55E+09,-38.32197,-125.56715,-16.15227,-17.7632,-16.40259,-17.48822,-14.46258,-177.41597
5.56E+09,-37.81324,-113.41118,-16.21813,-21.19692,-16.62109,-21.53137,-14.55901,178.9281
5.56E+09,-37.61092,-130.8591,-15.79503,-23.28041,-16.47939,-21.60167,-14.61922,179.7141
5.57E+09,-32.59239,-136.90413,-15.81794,-25.9561,-16.37406,-24.60374,-14.85399,177.55728
5.57E+09,-34.30534,-131.48451,-15.85076,-30.84535,-16.67675,-27.38948,-14.70517,175.64879
5.58E+09,-38.20573,-121.09176,-16.00691,-32.56307,-16.52167,-30.1329,-14.56887,174.4729
5.59E+09,-38.81088,-133.83583,-16.093,-33.34498,-16.65589,-35.045,-14.67838,176.77069
5.59E+09,-36.66391,-121.2419,-15.91436,-38.64587,-16.31668,-35.30805,-14.79546,173.45326
5.60E+09,-35.03484,-120.32052,-16.07088,-39.9755,-16.89581,-40.00068,-14.83778,172.71283
5.60E+09,-38.68996,-128.02522,-15.86275,-43.14378,-16.35489,-40.94621,-14.84449,174.56882
5.61E+09,-37.66444,-109.46974,-15.9934,-46.55534,-16.72953,-43.78889,-15.24961,169.77158
5.62E+09,-40.38441,-142.40599,-16.02221,-48.02846,-16.40449,-48.24779,-15.12255,170.41853
5.62E+09,-36.59129,-132.80179,-15.60032,-49.89193,-16.57079,-50.51909,-15.113,171.30487
5.63E+09,-38.9462,-158.28137,-16.30981,-55.53169,-16.44678,-52.32626,-15.31365,169.4267
5.63E+09,-41.02477,-155.60184,-15.82881,-55.8937,-16.74239,-54.46039,-14.85616,167.86894
5.64E+09,-41.28914,-135.45563,-15.79663,-59.84994,-16.52587,-58.35945,-14.87706,166.66104
5.65E+09,-39.42012,-139.51431,-16.09671,-61.82896,-16.46937,-59.28304,-15.12464,167.84563
5.65E+09,-47.91365,-179.72832,-15.8011,-63.82731,-16.36893,-63.34032,-15.03309,168.18303
5.66E+09,-45.12152,-169.31238,-16.12082,-66.76628,-16.27561,-66.31144,-14.89969,166.08348
5.66E+09,-44.85907,-144.01604,-15.83445,-69.28943,-16.7149,-67.89442,-14.78618,165.58441
5.67E+09,-41.55616,-163.79968,-15.86421,-73.81099,-16.53555,-70.89161,-14.95252,164.17697
5.68E+09,-37.97899,-120.83132,-15.88809,-74.79984,-16.56854,-75.82304,-14.84154,163.28737
5.68E+09,-35.8801,-109.17767,-15.95388,-78.35027,-16.5377,-75.55705,-15.34643,161.95992
5.69E+09,-51.11891,-146.63361,-16.06996,-79.55912,-16.61569,-80.01389,-15.10585,162.20566
5.69E+09,-51.056,-68.59669,-16.08029,-83.14262,-16.36759,-81.52126,-15.62859,160.30261
5.70E+09,-41.11884,-84.9426,-16.02024,-85.92659,-16.36554,-84.50759,-15.51296,159.87138
5.71E+09,-46.87802,-90.35577,-15.99179,-87.47723,-16.48973,-86.30451,-15.53303,160.60582
5.71E+09,-39.62837,-91.60931,-16.22502,-92.48006,-16.38688,-90.08608,-15.29109,157.59598
5.72E+09,-40.45909,-48.37494,-16.0227,-93.51399,-16.47149,-94.23099,-15.67941,157.49796
5.72E+09,-43.46804,-29.28961,-15.76705,-95.6308,-16.28272,-95.70495,-15.78789,157.36018
5.73E+09,-41.43895,-65.31726,-15.72947,-99.91362,-16.58978,-98.23823,-15.27051,155.49126
5.74E+09,-39.2477,-31.64845,-16.1559,-101.96127,-16.64237,-100.15947,-15.48662,155.85164
5.74E+09,-35.23846,-61.04243,-15.71284,-104.23757,-16.80524,-104.09058,-15.54936,155.29648
5.75E+09,-37.97733,-50.92363,-15.95938,-108.21906,-16.43172,-105.45613,-15.40845,154.71346
5.75E+09,-35.81996,-57.99734,-15.88528,-111.04799,-16.44274,-109.61267,-15.82377,153.61469
5.76E+09,-38.13067,-59.29618,-16.17731,-112.65137,-16.56937,-113.92965,-15.86185,154.25298
5.77E+09,-35.10031,-53.50138,-16.03265,-114.69911,-16.54729,-115.80307,-15.86467,151.13281
5.77E+09,-33.89505,-59.15765,-16.14533,-117.64569,-16.72079,-116.56652,-16.1151,149.69354
5.78E+09,-37.39172,-73.60503,-15.96598,-120.71432,-16.75054,-122.72469,-15.94225,150.71626
5.78E+09,-37.01182,-37.64721,-16.38359,-124.08762,-16.62769,-122.44585,-16.21037,149.21196
5.79E+09,-34.48609,-76.56428,-15.72059,-125.41372,-16.51298,-126.13611,-15.82749,147.58435
5.80E+09,-35.43607,-79.42136,-16.02931,-129.25557,-16.49701,-127.05894,-15.60975,147.03241
5.80E+09,-31.98848,-69.5615,-16.04112,-132.61938,-16.44806,-131.17805,-16.19826,146.42378
5.81E+09,-33.04991,-76.64061,-15.93889,-134.45786,-16.73858,-136.10439,-15.98886,147.12941
5.81E+09,-32.26492,-68.54935,-16.20005,-138.55847,-16.37717,-135.42329,-16.32809,147.73593
5.82E+09,-30.05449,-71.5129,-16.0815,-140.62163,-16.28494,-140.05504,-16.65912,144.52783
5.83E+09,-30.80571,-66.06838,-16.16614,-142.20807,-16.58796,-142.53146,-16.50435,146.35812
5.83E+09,-32.8739,-79.34278,-15.95021,-145.04323,-16.54094,-142.91354,-16.00828,145.47864
5.84E+09,-30.98579,-77.6464,-16.31051,-149.30231,-16.42316,-147.22191,-16.97857,144.06737
5.84E+09,-30.75931,-74.91075,-15.98939,-150.08572,-16.4234,-151.63602,-17.22731,142.49713
5.85E+09,-29.92917,-81.32615,-15.907,-153.04605,-16.29777,-151.28932,-16.89975,138.88107
5.86E+09,-28.23617,-90.75758,-16.05258,-155.54671,-16.36068,-154.79829,-16.50158,136.9684
5.86E+09,-29.32598,-87.8236,-16.22869,-159.79115,-16.70184,-157.50276,-17.03705,136.59332
5.87E+09,-31.11713,-85.60078,-15.92382,-162.75471,-16.46402,-162.47696,-17.06069,138.06184
5.87E+09,-28.73241,-95.93565,-16.06402,-165.82149,-16.45548,-163.13985,-16.48892,137.16518
5.88E+09,-28.16877,-97.78287,-16.04564,-167.00331,-16.38265,-166.31303,-16.17176,136.88535
5.89E+09,-28.08609,-91.98017,-15.95666,-170.25867,-16.69011,-170.55295,-16.75729,138.03581
5.89E+09,-28.12573,-94.70335,-16.21697,-172.07368,-16.58054,-172.82718,-16.79409,136.33344
5.90E+09,-28.39312,-106.42333,-16.00106,-174.92265,-16.30795,-175.67467,-17.11853,136.12627
5.90E+09,-26.94794,-104.7935,-16.06603,-177.15268,-16.33168,-177.05544,-17.44895,136.74138
5.91E+09,-27.51659,-111.62481,-15.82952,179.50066,-16.70095,179.30615,-17.43889,133.35033
5.92E+09,-28.7486,-110.72554,-16.17796,175.34326,-16.56606,177.68629,-17.79909,134.40178
5.92E+09,-27.95246,-106.04588,-15.90314,173.58031,-16.57196,175.74292,-17.64965,132.01804
5.93E+09,-27.82196,-112.26698,-15.95524,170.5416,-16.79595,170.73807,-17.34813,129.26828
5.93E+09,-27.05616,-113.86304,-15.87436,166.96773,-16.40341,166.49034,-17.68068,131.13205
5.94E+09,-26.80072,-123.63186,-16.17284,164.74786,-16.6449,165.94041,-18.36618,129.70522
5.95E+09,-26.55,-124.96568,-16.10811,162.75792,-16.50951,162.29828,-17.44176,129.06131
5.95E+09,-27.8638,-130.16493,-16.19547,160.32596,-16.65112,159.07846,-17.05307,123.67113
5.96E+09,-26.34791,-124.78922,-16.10999,158.61847,-16.54504,157.80484,-17.81371,124.86365
5.96E+09,-27.02147,-133.42526,-16.24071,153.46506,-16.74377,155.20268,-18.2145,123.61846
5.97E+09,-27.67777,-132.31837,-15.9697,151.575,-16.61827,153.01567,-18.33786,127.6505
5.98E+09,-26.95238,-136.73643,-15.93904,148.87344,-16.61376,148.93282,-19.00058,127.71428
5.98E+09,-26.54521,-144.84895,-16.20627,147.15318,-16.43243,146.39195,-18.73564,122.38677
5.99E+09,-26.801,-139.18698,-15.99704,142.43726,-16.87468,145.56718,-19.14679,122.26228
5.99E+09,-26.96138,-147.28827,-16.32647,139.55843,-16.62507,140.28656,-19.66266,124.37184
6.00E+09,-26.95234,-144.78819,-16.23972,138.18106,-16.78056,136.86624,-19.32673,121.57504
